;user_id;gender;registration_ageKat;country;work_country;work_district;job_position;job_sector;company_size;job_status_edu_parttime;job_status_edu_fulltime;job_status_employed_parttime;job_status_employed_fulltime;job_status_selfemployed;job_status_houskeeping;job_status_unemployed;job_status_retired;educational_achievement
278;5cc83bf89fdb055a1b5107d4;m;30-39;CH;CH;ZG;Fachspezialist/-in;Gesundheits- und Sozialwesen;249.0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
282;5ccafd749fdb05750a5ead21;f;30-39;CH;CH;ZH;Fachspezialist/-in;Kunst, Unterhaltung und Erholung;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
285;5ccc6c419fdb055b87c7f98b;f;40-49;DE;DE;NW;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
289;5ccfd3f09fdb05391c94f4a2;m;50-59;CH;CH;SG;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
290;5ccfe4999fdb05391c94f6e3;m;30-39;CH;CH;ZH;Fachspezialist/-in;Information und Kommunikation;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
293;5cd0259b9fdb05391c94fced;f;20-29;CH;CH;ZH;Sachbearbeiter/-in;Gesundheits- und Sozialwesen;250.0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
294;5cd0449f9fdb05391c94ffa5;m;40-49;CH;CH;BE;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
295;5cd04f9b9fdb05391c950124;f;30-39;CH;CH;ZH;Fachspezialist/-in;Information und Kommunikation;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
296;5cd0592c9fdb05391c95022f;m;30-39;CH;CH;AR;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Baugewerbe/Bau;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
299;5cd157519fdb0560357ef1be;m;30-39;CH;CH;SG;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
301;5cd321309fdb052522573ad1;f;30-39;CH;CH;AG;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
302;5cd3e8a99fdb052e09a21e61;f;30-39;CH;CH;AG;untere Führungsstufe (z.B. Teamleitung);Kunst, Unterhaltung und Erholung;9.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
303;5cd53c8f9fdb057b84458ee0;m;40-49;BR;CH;TG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
306;5cd708429fdb051c6214e763;m;40-49;CH;CH;GR;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Verarbeitendes Gewerbe/Herstellung von Waren;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
308;5cd9414e9fdb05231c9ff834;f;50-59;CH;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Kunst, Unterhaltung und Erholung;9.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
309;5cd9689e9fdb05590407444c;m;30-39;DE;DE;HH;Fachspezialist/-in;"Handel; Instandhaltung und Reparatur von Kraftfahrzeugen";250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
310;5cd976639fdb055904074701;m;40-49;CH;CH;ZH;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Erbringung von Finanz- und Versicherungsdienstleistungen;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
312;5cda6b539fdb054efe2ef312;f;30-39;DE;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Verkehr und Lagerei;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
316;5cdc375e9fdb052e16798483;f;20-29;CH;CH;BE;Fachspezialist/-in;Gastgewerbe/Beherbergung und Gastronomie;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
317;5cdc3bda9fdb052e16798503;m;50-59;CH;CH;ZH;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Erbringung von Finanz- und Versicherungsdienstleistungen;1.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Berufliche Grundbildung
324;5cdeb8bb9fdb054890cc7eef;f;40-49;CH;CH;ZG;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Gesundheits- und Sozialwesen;49.0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Bachelor
325;5cdebe459fdb054890cc7f9b;f;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
330;5ce189f39fdb0562d6c38226;f;30-39;CH;CH;GR;Fachspezialist/-in;Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Berufs- oder Fachmaturität
331;5ce257309fdb05790d8acfd5;f;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Verarbeitendes Gewerbe/Herstellung von Waren;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
334;5ce29b4c9fdb05790d8ad838;f;50-59;CH;CH;BE;Fachspezialist/-in;Gesundheits- und Sozialwesen;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
335;5ce2d4509fdb05790d8adba4;f;20-29;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
344;5ce402a59fdb0522139ec404;m;30-39;DE;DE;BE;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
345;5ce403059fdb0522139ec423;m;40-49;CH;CH;ZH;Fachspezialist/-in;Information und Kommunikation;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
346;5ce412c79fdb0522139ec7f4;m;30-39;CH;CH;ZH;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
350;5ce5ab589fdb0505100b27be;m;40-49;RO;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Baugewerbe/Bau;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
351;5ce5b4ee9fdb0505100b28c9;f;30-39;CH;CH;BE;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Information und Kommunikation;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
353;5ce6bf8a9fdb05083f61ba95;m;40-49;DE;DE;BW;untere Führungsstufe (z.B. Teamleitung);Erziehung und Unterricht;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
354;5ce6c80b9fdb05083f61bc54;f;40-49;CH;CH;ZH;Sachbearbeiter/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
359;5cebf4ad9fdb05496bd2e888;f;40-49;CH;CH;ZH;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
360;5ced22419fdb056a5b3f8080;f;30-39;DE;CH;ZH;Fachspezialist/-in;Information und Kommunikation;249.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
371;5cf6740c9fdb05371a757fa4;m;50-59;CH;CH;BE;Fachspezialist/-in;Verkehr und Lagerei;250.0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
372;5cf6752c9fdb05371a757fba;f;30-39;CH;CH;BS;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
375;5cf916f79fdb052695461f61;m;30-39;CH;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;9.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
376;5cfa089e9fdb05306c12a134;f;40-49;CH;CH;ZH;Sachbearbeiter/-in;Information und Kommunikation;49.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
380;5cfe5a629fdb051eea8ef765;m;40-49;CH;ET;AA;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";9.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
382;5cff97dd9fdb0534f1132ce2;m;30-39;CH;CH;AG;Fachspezialist/-in;Erziehung und Unterricht;49.0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
383;5cff988a9fdb0534f1132ce5;f;40-49;CH;CH;BE;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
387;5cfff9139fdb0534f113397d;f;50-59;DE;CH;ZH;Fachspezialist/-in;Erziehung und Unterricht;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
388;5d00c3819fdb053193c713ab;f;40-49;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
392;5d0202f19fdb0552e668252a;f;40-49;CH;CH;SG;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Gymnasiale Maturität, Lehrkräfte-Seminar
393;5d02376f9fdb0552e66828e3;f;40-49;IT;CH;ZH;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
395;5d0260a29fdb0552e66833d4;f;30-39;CH;CH;BE;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
398;5d038d859fdb0574d8b8dbb7;f;30-39;CH;CH;ZH;Fachspezialist/-in;Kunst, Unterhaltung und Erholung;249.0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
399;5d03bf079fdb0574d8b8dd26;m;50-59;CH;CH;SO;Sachbearbeiter/-in;Verarbeitendes Gewerbe/Herstellung von Waren;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Höhere Fachschule lusive Nachdiplome
400;5d03e4389fdb0574d8b8dd6d;f;40-49;CH;CH;ZH;Sachbearbeiter/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
403;5d0743819fdb055155951198;f;30-39;DE;DE;RP;untere Führungsstufe (z.B. Teamleitung);"Handel; Instandhaltung und Reparatur von Kraftfahrzeugen";250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;obligatorische Schule
404;5d0772229fdb055155951820;f;20-29;TR;CH;SO;Fachspezialist/-in;Verarbeitendes Gewerbe/Herstellung von Waren;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Berufliche Grundbildung
405;5d077fe99fdb055155951b13;f;30-39;CH;CH;ZH;Fachspezialist/-in;Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
408;5d07b6029fdb0551559523f3;f;50-59;CH;CH;BL;Fachspezialist/-in;Gesundheits- und Sozialwesen;249.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
411;5d08d7499fdb0510863e4155;f;40-49;CH;CH;ZH;Fachspezialist/-in;Information und Kommunikation;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
412;5d08e9959fdb0510863e4a2a;f;20-29;CH;CH;ZH;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;9.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
413;5d08ec469fdb0510863e4af7;f;40-49;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
414;5d09f0989fdb0513cbbab336;f;30-39;CH;CH;ZH;Fachspezialist/-in;Gesundheits- und Sozialwesen;49.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
415;5d0a00c49fdb0513cbbab86b;f;40-49;ES;CH;BE;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
416;5d0a203a9fdb0513cbbabb1d;m;30-39;CH;CH;SG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
417;5d0a7a369fdb0513cbbac01a;f;40-49;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
419;5d0bb2609fdb052bef5787dc;f;30-39;DE;CH;LU;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Doktorat, Habilitation
420;5d0ca4469fdb053f3da56cd3;m;40-49;CH;CH;SG;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
423;5d10e0209fdb054c286fe43c;m;30-39;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
424;5d1271be9fdb05065238fbaf;m;40-49;CH;CH;ZG;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
426;5d138a839fdb0558af58395a;m;30-39;CH;CH;ZH;Fachspezialist/-in;Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen;49.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
427;5d14e8ea9fdb05341666b46d;f;30-39;CH;CH;NE;untere Führungsstufe (z.B. Teamleitung);"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
431;5d1a04dc9fdb0569f5f9c392;m;30-39;CH;CH;ZH;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
435;5d1c708a9fdb0568f49c7bd0;f;30-39;CH;CH;ZH;Fachspezialist/-in;Information und Kommunikation;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
437;5d1e0d619fdb056068caa07b;f;40-49;CH;CH;BE;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
440;5d1f47939fdb057e9085e72d;m;50-59;CH;CH;BL;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;obligatorische Schule
443;5d1f47979fdb057e9085e739;m;50-59;CH;CH;BE;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
444;5d1f47989fdb057e9085e73d;m;30-39;CH;CH;SZ;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
445;5d1f47999fdb057e9085e741;m;50-59;CH;CH;AG;untere Führungsstufe (z.B. Teamleitung);Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
446;5d1f479b9fdb057e9085e745;m;50-59;CH;CH;BL;Sachbearbeiter/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
447;5d1f479c9fdb057e9085e749;m;40-49;CH;CH;SZ;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Berufliche Grundbildung
452;5d2437039fdb056e3cc35f6e;f;20-29;CH;CH;ZH;Fachspezialist/-in;Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
455;5d26d7c99fdb054c25143023;m;20-29;DE;CH;BL;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
459;5d274cc89fdb05778acf41c3;f;30-39;CH;CH;ZH;obere Führungsstufe (z.B. Geschäftsleitung / CEO);Information und Kommunikation;9.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
462;5d2c1dd89fdb05335ea2c407;m;30-39;CH;CH;ZH;Fachspezialist/-in;Verkehr und Lagerei;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
463;5d2cb7609fdb0509a7f05349;f;50-59;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Gesundheits- und Sozialwesen;249.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
464;5d2cc85b9fdb0509a7f053e2;m;40-49;CH;CH;BS;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Bachelor
465;5d2d8f439fdb0559b902a324;m;30-39;CH;CH;AG;untere Führungsstufe (z.B. Teamleitung);Erbringung von sonstigen wirtschaftlichen Dienstleistungen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
467;5d2de9d49fdb0559b902aa8c;m;30-39;CH;CH;TG;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
468;5d2ed51b9fdb0511147a3f5c;f;50-59;DE;DE;RP;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
471;5d3070b19fdb056a26ad15ef;f;30-39;CH;CH;SG;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
472;5d3425ae9fdb050e68509fa7;f;30-39;CH;CH;ZH;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
478;5d393ec09fdb05550e04c4bd;f;40-49;CH;CH;ZH;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
479;5d3aa8129fdb0551831a34c5;f;30-39;CH;CH;GL;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
480;5d3c0dc09fdb050ef0c15114;m;40-49;CH;CH;ZH;untere Führungsstufe (z.B. Teamleitung);Erziehung und Unterricht;49.0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;Bachelor
481;5d3c5f4f9fdb050ef0c15335;m;20-29;CH;CH;BS;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
483;5d3eb2529fdb054bf7de5f97;f;20-29;CH;CH;ZH;Sachbearbeiter/-in;Erbringung von sonstigen Dienstleistungen;9.0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;Bachelor
484;5d3ec1839fdb054bf7de6291;m;20-29;CH;CH;BE;Sachbearbeiter/-in;Baugewerbe/Bau;9.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Berufliche Grundbildung
485;5d3f15199fdb054bf7de64a2;f;20-29;CH;CH;GL;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;249.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fachschule lusive Nachdiplome
487;5d3fe32f9fdb05739a43ff35;f;20-29;CH;CH;SG;Fachspezialist/-in;Gesundheits- und Sozialwesen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
498;5d4885089fdb05775ec54d56;f;30-39;CH;CH;BS;untere Führungsstufe (z.B. Teamleitung);Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
499;5d4918a79fdb0509eccfd127;m;50-59;CH;CH;ZH;mittlere Führungsstufe (z.B. Abteilungs- / Bereichsleitung);Gesundheits- und Sozialwesen;250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
502;5d49b63a9fdb053d43294819;m;40-49;CH;CH;TG;Fachspezialist/-in;Erbringung von Finanz- und Versicherungsdienstleistungen;250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik
503;5d4a77f49fdb0566eb0c0bb3;m;30-39;CH;CH;SG;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
505;5d4c31f09fdb057ecd368302;f;40-49;CH;CH;ZH;Fachspezialist/-in;"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";250.0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom
507;5d4d2c1c9fdb05373cb83c94;f;30-39;CH;CH;GL;untere Führungsstufe (z.B. Teamleitung);Erbringung von sonstigen Dienstleistungen;250.0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;obligatorische Schule
