;user_id;file_name;reasons;emotions;strengths;utilization;story
596;5cb448969fdb0501e57bd1f7;tiere-pixabay-6_loewe.jpg;Meine Reise nach Südafrika und wie zielorietniert dieser Löwe gerade ist. Auch welche Majestätischen Tiere diese sind.;Respekt und erfrucht. Aber auch ein Flashback an einen Match, durch die Zielstrebigkeit;Die Kraft und doch geschmeidigkeit welches der Löwe austrahlt. Gewonnene Hockeyspiele oder Events welche gut gegangen sind. Zielstrebigkeit wenn mich das Feuer für etwas richtig packt;Wenn ich ein Feuer für etwas finde/habe gehts nur drum hinzukommen und dies ist teils weniger schwierig als das was zu finden;Der Löwe steht in der Südafrikanischen Savanne und sieht eine Bedrohung welche seinem Rudel näher kommt. Er selber wird aufmerksam und schaut gespannt zu wie de angebliche Bedrohung näher kommt. Plötzlich merkt er das es nur ein Impala ist und sein Jagdinstiknt bircht aus. Der gespannte block wird zu einem zielorientierten Blick. Wenige Momenta später setzt er zum sprint an und rennt dem Impala, welches nun die Flucht ergriffen hat hinterher.  Wenige Minuten später gesellt sich das Rudel zum Löwen und geniessen das Impala zusammen, nach dem der Jäger genug gefressen hat. 
597;5cbd58729fdb056091ee5d48;erwachsene-pixabay-01_gipfel1.jpg;;;;;
598;5cbeb09b9fdb0578c6050d78;abstrakt-pixabay-9_glasfenster.jpg;;;;;
599;57d3f54f05b8c554252bccc8;fortbewegung-pixabay-au06_fiat500.jpg;Freiheit, allein sein, Spontanität;Leichtigkeit, Spontanität, Ungebundenheit.;Ich bin alleine stark, ich habe keine Angst, ich umarme das Unbekannte. ;keine Angst vor Veränderungen haben. Neu Durchstarten, Blick nach vorne. ;Ich setze mich ins kleine rote Auto. Es dauert einen Moment, bis ich mich zurecht gefunden habe, aber dann weiss ich wieder, wie alles geht und ich starte. Ich habe kein Ziel vor Augen, das Ziel ist, unterwegs zu sein. Ich fahre in Richtung Zukunft, unbesorgt, planlos glücklich. Ich bin nur auf mich fokussiert, ich fühle mich unsagbar frei. Ich bin für mich und mit mir, in meinen Koffer passt nur das Nötigste. Es macht mich glücklich, mit leichtem Gepäck zu reisen. Ich entscheide spontan, wo es mich hinführt. 
600;5cc577bf9fdb053dce048b5a;landschaft-pixabay-1_berge_blau.jpg;Ruhe;Entspannung, Bewunderung, tiefste Befriedigung, Erhabenheit;Ruhe, Größe;Ruhe bewahren, es wird sich die richtige Option zeigen;Im Morgengrauen auf dem Berg, die Kulisse beobachtend, nach vorheriger Wanderung auf den Berg und baldigem Sonnenaufgang um die harte sportliche Betaetigung zu belohnen. 
601;5cc6a2109fdb055ae9f4132f;landschaft-mv-03_14_Mitternachtssonne_Ausblick.jpg;Es gibt nicht was nicht möglich ist zu erreichen;Freiheit , Glücksgefühle , keine Grenzen, Geborgenheit;Erde (Wärme), Berge(Kraft), Wasser(Power ), Luft(Geborgenheit) , Familie+Gesundheit (das wichtigste im Leben) ;Die oben genannten Worte braucht man zum Leben und wenn es überall stimmt und alles vorhanden ist , ist mann auch leistungsfähig ihm Job 125 % zu geben.;Dieses Bild beinhaltet einen Traum von mir, ich werde mit meiner Familie den Norden bereisen. Es gibt mir Kraft für die Zukunft , für meine Ziele zu Kämpfen und alles zu geben, das ich das Ziel und meinen Traum mit meiner Familie erleben werde.
602;5cc1aa279fdb05652e30ba24;fortbewegung-pixabay-au05_vwbus.jpg;mein Bedürfnis nach Tapetenwechsel im Sinne von: auf zu neuen Ufern;Fernweh, Lust auf Unbeschwertheit, Lebenslust;Sonne & Meer, Pause von Zukunftsangst, Ferienerinnerungen, Erinnerung an unbeschwerte Zeiten, Weltoffenheit, Einklang mit Natur;Gedanken ins positive lenken, Visualisierung üben;Linda's Aufbruch  Linda ist reif für die Insel und gönnt sich dieses Jahr ganz individuelle Ferien - und zwar alleine. Sie konnte sich von einem Freund einen alten VW-Bus ausleihen und schiffte mit der Fähre auf eine karibische Insel, welche sie nun erkundet. Linda geniesst die Leichtigkeit des Seins und tourt offen für inspirierende Begegnungen durch die sonnenverwöhnte Insel. Linda fährt gerade an einem Strand vorbei und entscheidet spontan, sich ein erfrischendes Bad im Meer zu gönnen. Linda wird dort auf spannende Menschen treffen und aussergewöhnliche Lebensgeschichten erzählt bekommen, die ihr Mut machen für ihren eigenen Weg. Sie wird dadurch neu motiviert, ihre Zukunft in die Hand zu nehmen und lustvoll zu gestalten. Es ist der Anfang eines neuen Lebensabschnittes.
603;5cc853539fdb055a1b510a14;nahrungsmittel-pixabay-02_orangen.jpg;Italien, Essen, Natur, Wachsen;Freude, Wärme, Dankbarkeit;"Freude an kleinen Sachen; das Leben ist schön / Optimismus; Schönheit der Natur; Farben / Kreativität;";Wertschätzung und Dankbarkeit für das wunderschöne Leben, das ich habe. Mit Geduld und Hingabe werden kleine Sachen ganz gross.;Als Isabella zur Welt kam, hat ihr Grossvater einen Oragnenbaum im Garten seines Hauses in der Toskana gepflanzt. Das Bäumchen war ganz klein und zerbrechlich und der Grossvater hat es fest in die fruchtbare und dunkle Erde gedrückt. In den heissen Sommertagen hat er es gegossen und in den kalten Winternächten vor der Kälte geschützt. Und auch Isabelle wuchs behütet in einer wunderbaren, liebenden und lauten Familie auf.  Als Isabella grösser wurde, hat sie viel Zeit im Garten unter dem Orangenbaum verbracht. Sie liegt oft einfach da oder liest ein Buch, lässt sich von den kräftigen Farben bei ihren Gemälde, inspirieren oder betrachtet die Wolken und Sonnenstrahlen, die durch das Geäste scheinen. Isabella hat die Bienen beim Bestäuben der Blüten beobachtet und den blumigen Duft in der klaren Frühlingsluft eingeatmet. Sie hat bei der Ernte der süssen Früchte geholfen und mit ihrer Grossmutter luftige Orangentiramisus gezaubert. Und nach der Weinernte im Herbst hat oft die ganze Familie an einer langen Tafel unter dem Orangenbaum gegessen, der mit vielen Lampions und Lichter geschmückt war.   Der stattliche Organenbaum wird Isabella immer daran erinnern, wie stark ihre Wurzeln sind, wie wunderschön das Leben, wie wichtig Familie, wie wenig man braucht um glücklich zu sein. Wie aus etwas ganz kleinem mit viel Liebe und Geduld etwas wunderbar Grosses wird, dass viele Menschen erfreuen kann. Und als der Grossvater in hohem Alter friedlich eingeschlafen ist, hat Isabella eine Schaukel in den kräftigen Ästen des Baumes aufgehängt. Voller Dankbarkeit lässt sie sich im Wind hin und her wiegen und streichelt verträumt ihren Bauch - schon bald wird ihre kleine Tochter vor Freude jauchzen, wenn sie sich auf der Schaukel in die Höhe schwingt.
604;5ae8706f05b8c50c5ab038e1;nahrungsmittel-pixabay-02_orangen.jpg;;;;;
605;5583e5647a68616fe9000652;erwachsene-pixabay-03_orchester.jpg;;;;;
606;5cc302c89fdb053d443e2fb0;fortbewegung-pixabay-au06_fiat500.jpg;Frei einfach zu sein, hinzugehen, wo man will. ;Gefühl der Freiheit.;Unabhängigkeit, klein aber kann überall hin, treuer Begleiter.;Weiss ich nicht. ;Ich drehe den Zündschlüssel. Haus für längere Abwesenheit geschlossen. Fahre ab auf eine Rundreise nach Italien.
607;5ccc39679fdb055b87c7f4ba;tiere-pixabay-3_eule.jpg;- Symmetrie, Schönheit - Alte Seele, Klare Sicht auch im Dunklen, weise, schlau, tiefgründig = nicht oberflächlich, sanftmütig, weich - Jäger, mutig, tödlich, fokussiert, determiniert, zielstrebig - Removed from society, Alleingänger - Wesen: sterblich, vergänglich, limitiert - Vulnerable wrt changes in nature, climate , invasion of humans ;Bewunderung, Empathie, Freude, Traurigkeit über Vergänglichkeit;;;Vorher: - Leben einer Eule mit allen Restriktionen, weltlichen Einschränkungen Gerade: - Introspektion, Fokus - Vergänglichkeit - Schönheit Nachher:  - Leben einer Eule mit allen Restriktionen, weltlichen Einschränkungen
608;5ccef88e9fdb0520eb75cd59;fortbewegung-pixabay-wa06_kayak.jpg;Entspannung, Zufriedenheit, Kraftort, Schutz;Ruhe, Freiheit, Wärme;Das Wissen mein Ziel alleine und mit Ruhe zu erreichen. Verbundenheit zur Natur. Verbundenheit mit den Körperkräften. Selbständigkeit, Vertrauen, Sicherheit, ;Vertrauen zu mir selber, Vertrauen einen Weg zu finden;Stille Leise plätschert das Wasser beim Eintauchen der Paddel. Kleine Wassertropfen springen in die Luft und verteilen sich fein auf der Seite des Kayak. Das Boot gleitet ruhig durchs Wasser. Ringsum versinkt die Welt in Stille. Im Kayak, dem Wasser sehr nah, ist es fast so, als wäre man ein Wasservogel, der übers Wasser schwimmt. Hans paddelt jeden Abend, nachdem er  von der Arbeit nach Hause kommt. Heute war  ein ausgefüllter Tag mit vielen Terminen. Hans liebt seine Arbeit, möchte dort sein Bestes geben können und gönnt sich deshalb jeden Tag in den Sommermonaten zum Ausgleich eine kurze Runde auf dem Wasser. Er fühlt sich entspannt und voller Kraft. Die untergehende Sonne blendet ihn ein wenig und gleichzeitig ist es für seine Augen wie eine wohltuende Massage. Bald wird er zurück ans Ufer paddeln, sich noch ein wenig mit den Schwänen unterhalten und sich für einen kurzen Moment ans Ufer setzen. 
609;5ccff5629fdb05391c94f981;landschaft-pixabay-3_sonnenaufgang.jpg;Im Einklang mit der Natur und sich selber;Genugtuung, Erfüllung, losgelöst im Moment, Ruhe, Zufriedenheit;Blick in die Weite, auf- oder untergehende Sonnen und ihre Strahlen versprechen Wärme;Der Weg ist frei und alle (Wind-) resp. Entwicklungsrichtungen sind möglich. Keine Hindernisse sind erkennbar;Nach einer anstrengenden Arbeitswoche sank ich völlig groggy bei Zeiten in die Federn. Schliesslich wollte ich am nächsten Tag früh aus den Federn. Es stand die Erklimmung des Brienzerrothorns von Seite Sörenberg an. Sämtliches Material hatte ich schon am Vortag bereit gestellt. Das Wetter versprach prächtig zu werden mit starker Sonneneinstrahlung gegen Mittag. Ein früher Start war in diesem Fall optimal für mich. Wanderschuhe, Kleider inkl. Pulsgurt und Trailrucksack schnell angezogen und los geht es nach einem zweckdienenden Frühstück in Richtung Berg. Es ist früh und es sind noch keine Touris unterwegs. Auch sonst werden wohl nur wenige diesen Weg nach Oben wählen sondern vielmehr auf den bewährten Transport mit der Gondel setzen. Der Aufstieg soll einem Formtest dienen, ich will meinen Körper spüren und meine Grenzen verschieben. Der Aufstieg ist schweisstreibend und geht an die Substanz. Nach rund 2h bin ich völlig glücklich und mit einer neuen Bestzeit oben angelangt und geniesse den Ausblick. Es ist überwältigend. Gepusht von den Glückshormonen schreite ich weiter entang der Höhenlinie und werde heute mal die mir unbekannte Seite hinunter nach Brienz wandern. Auch wenn der Weg nach Unten wohl an den nächsten zwei Tagen Muskelkater verursachen wird, lohnt es sich gleichwohl diesen Weg zu wählen.
610;5cd0259b9fdb05391c94fced;landschaft-mv-03_14_Mitternachtssonne_Ausblick.jpg;Ruhe, Kraft, Schönheit der Natur. Reisen, fremde Länder;Ruhe, Kraft, nachdenklich, glücklich;Weitblick, klare Vision, Ruhe;für Bewerbungsgespräche, allgemein im Berufs- und Privatleben;Dieser Ort gilt zwar als ruhig und abgelegen, wurde jedoch schon vor Jahrhunderten entdeckt und kultiviert. Die rote Erde gilt als besonderes Erkennungsmerkmal dieser Region. Heutzutage kommen die Leute wegen der schönen Aussicht und der Ruhe, die dieser Ort ausstrahlt, dahin. Im Moment geht die Sonne gerade unter, darum ist es jetzt etwas ruhiger als tagsüber, wenn Touristenmassen diesen Ort bevölkern. Nachts wird es sehr ruhig hier und die nachtaktiven Tiere erwachen.
611;5cd3dc479fdb052e09a21db6;fortbewegung-pixabay-sr03_skater_sonne.jpg;Wärme, Zeitlosigkeit, Ferien, Freude und Spass, Stressfrei, Welt der Wunder (Natur, Meer, Sonne, Palmen);Sehnsucht, Wohlbefinden und Ruhe, Duft nach Frische und Natur;Sonne, Palmen, Himmel mit Wolken, Skateboard und Surfen, Menschen. Die gefühlte Zeitlosigkeit und Entschleunigung. Ich denke dabei an Beständigkeit (Natur) und dem Umstand, dass im Grunde genommen nicht vieles nötig ist, um glücklich zu sein. Momente und Erlebnisse könne wir erleben und teilen sowie in unseren Erinnerungen behalten.  Werte: Beständigkeit, Ehrlichkeit, Loyalität ;Mich auf das wesentliche konzentrieren, mich selber kennenlernen, Stärken entdecken und evaluieren, welchen Sinn ich in meinem Leben verfolgen möchte. Damit das eigene Tun und Handeln der Wahrnehmung und Emotion entspricht, die mir das Bild vermittelt. ;Ein warmer Sommerabend am Strand unter Palmen neigt sich dem Ende. Die letzten Sonnstrahlen streifen den Boden, bevor die Sonne hinter dem Meeresspiegel versinkt. Tom ist auf seinem Skateboard unterwegs zum Strand, um die letzte Tageswärme und den Sonnenuntergang zu geniessen. Er trifft sich mit Freunden, um im Sand zu sitzen, dem Meeresrauschen zu lauschen und über Gott und die Welt zu philosophieren. Er freut sich auf den Abend und den Austausch und ist bestens gelaunt. Natürlich hat er auch noch ein kühles Bier und was zum Knabbern im Rucksack. Auf seinem Weg zum Strand kreuzt Kelly seinen Weg, der den Tag mir Surfen und fantastischen Wellen verbracht hat. Nun ruft jedoch der Hunger und er ist auf dem Weg nach Hause, um sein Board abzustellen und was zu Essen zu kochen. Für später plant er noch auf dem Schaukelstuhl auf seiner Veranda Platz zu nehmen, um den Meeresblick zu geniessen und den Tag voller Gelassenheit ausklingen zu lassen. Ganz verleugnen lässt sich dabei nicht, dass er etwas erschöpft vom vielen Paddeln auf seinem Board und froh ist, die Füsse etwas hochlegen zu können.  Begleitet wird das Zusammentreffen von Tom und Kelly von einer Gruppe junger Menschen, die sich auf einem Stück Wiese neben dem Platz zusammengefunden haben, um zu musizieren und zu singen. Etwas abseits steht ein Grill, der leise vor sich hinbruzzelt. Es herrscht ausgelassene Stimmung, Gelächter schallt durch die leicht salzig schmeckende Luft. Möwen kreisen über den Palmen, deren Blätter sich biegen und leise im Wind rascheln. Für diesen Moment scheint die Welt in Ordnung, entschleunigt und harmonisch. Die Sonne versinkt immer mehr hinter dem Horizont, begleitet vom stetigen Rauschen des Meeres. 
612;5cd3e5659fdb052e09a21e0e;landschaft-mv-06_8_Sonnenuntergang_am_Strand.jpg;innere Ruhe,  Geborgenheit, wunderschöne Farben, der Duft des Meeres;innere Ruhe, Geborgenheit, Entspannung ;die Weite des Meeres, das Wissen das der Sonnenzyklus beständig ist, der Duft des Meeres;die Gefühle in mir verinnerlichen;Ich habe mich nach einem sonnigen Tag am Strand frisch geduscht und mich für den Abend neu angekleidet. Nun bin ich am Strand und sehe mir den Sonnenuntergang an, bis die die orange Kugel im Meer versinkt. Ich geniesse diese Stimmung und die wunderschönen Lichtverhältnisse in vollen Zügen und sauge sie in mich ein. Sie geben mir eine tiefe Zufriedenheit und innere Ruhe. Wenn die Sonne ganz im Meer versunken ist, werde ich mich gemütlich auf den Weg in ein feines Restaurant machen und ein herrliches Abendessen geniessen. 
613;5cd3fa809fdb052e09a21ec5;landschaft-pixabay-1_berge_blau.jpg;Übersicht, Aussicht, frische Luft, die Farbe Blau, Ruhe;"Ruhe, ""es steht alles offen"", Freiheit";Stolz sein nach einem Aufstieg die Ruhe & Aussicht geniessen;Sich in Ruhe einen Überblick verschaffen;Nach einem Spaziergang auf dem Hügel angekommen. Aussicht geniessen & die frische Luft einatmen. Dann Abstieg & sich Zuhause erholen.
614;5cd5767f9fdb057b84459333;fortbewegung-pixabay-pf02_cowboy.jpg;Freiheit, Verbundenheit, Vertrautheit, Weite, Ruhe, Besinnung, Kraft, Begleitung, innere Führung;Berührung im Herzen und siehe oben;die kraftvollen Farben am Himmel, die Verbundenheit mit der Natur und Tier, innehalten in einer tieferen Dimension, Zugang zu den eigenen Intuitionen, Vertrauen in das Leben, Achtsamkeit, glücklich im Sein;während meinen Ruhezeiten im Alltag, wenn ich mich gefühlt auf meiner Kraftinsel aufhalte;Ein Mensch fühlt sich mit Himmel und Erde sehr verbunden und ist sich seiner Selbst bewusst. Ohne Plan und voller Vertrauen in sein Leben geht er seinen Weg und ist offen für neue Erfahrungen und Begegnungen. Seine Krafttiere begleiten, tragen und unterstützen ihn auf seinem Entwicklungsweg, sei es beim Lernen oder im Moment der Stille und des Seins, wenn die Zeit stehen zu bleiben scheint.
615;5cd976639fdb055904074701;erwachsene-pixabay-04_cliffhanger.jpg;;;;;
616;5cd99fa59fdb055904074bcf;abstrakt-pixabay-7_haende.jpg;für jemanden da sein, Nächstenliebe, etwas  übermitteln wollen ;Zuversicht, Empathie, Zufriedenheit, Grundvertrauen;Wenn man weiss, dass jemand für einem einsteht, gibt dies ein sehr gutes Grundvertrauen, motiviert und lässt einem für mehr einstehen.;Offen sein dafür, dass ich geben kann, aber zugleich nehmen darf.;Marie ist vom Baum gefallen und hat sich so schwer verletzt, dass ein Krankenwagen kommen musste uns Sie ins Spital brachte. Ihre grosse Schwester Lea hörte von dem Sturz und machte sich grosse Sorgen. Sie stürmte bei ihren Eltern, dass Sie sofort losfahren müssen. Nach Ankunft im Spitalzimmer fällt Lea ein Stein vom Herzen, als Marie Ihren Namen ruft. Lea geht ans Bett von Marie und hält ihr die Hand.  Zuversicht, Wärme, Geborgenheit, Energie, Hoffnung, Zugehörigkeitsgefühl und Stolz liegt in diesem Händedruck. Umgeben von lieben Menschen füllt sich der Raum mit Zufriedenheit. Marie fühlt sich sofort wohl und weiss, dass ihr Beinbruch schnell verheilen wird.
